ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001451086-24-000001	174179		028-05782			DL Carlson Investment Group
0001451086-24-000001	174180		028-10871			Profit Investment Management, LLC
0001451086-24-000001	174181		028-11507			Summit Creek Advisors LLC
0001451086-24-000001	174182		028-15835			Pacific Ridge Capital Partners, LLC
0001451086-24-000001	174183		028-15430			ARGA Investment Management, LP
0001451086-24-000001	174184		028-04886			GlobeFlex Capital, LP
0001451086-24-000001	174185		028-18598			Slow Capital, inc
0001451086-24-000001	174186		028-13214			Ancora Advisors, LLC
0001451086-24-000001	174187		028-20805			Heron Bay Capital Management
0001451086-24-000001	174188		028-23188	000310355	801-119868	V-Square Quantitative Management LLC.
0000883237-24-000019	173044	0001862664	028-21243	000310902		NFJ INVESTMENT GROUP, LLC
0000883237-24-000019	173043	0001276918	028-10622	000128990		ZEVENBERGEN CAPITAL INVESTMENTS LLC
0000883237-24-000019	173042	0001738728	028-18744	000146025		Silvant Capital Management LLC
0000883237-24-000019	173041	0001738726	028-18745	000146023		Ceredex Value Advisors LLC
0000883237-24-000019	173045	0001290668	028-11076	000127447		Sustainable Growth Advisers, LP
0000883237-24-000017	172632	0001387941	028-12259	000128356		ALPHASIMPLEX GROUP, LLC
0000883237-24-000017	172631	0001021223	028-05792	000104599		KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC
0000883237-24-000017	172630	0000765443	028-01420	000107296		DUFF & PHELPS INVESTMENT MANAGEMENT CO
0000883237-24-000016	172382	0001621802	028-17986	000166459	028-17986	INFRASTRUCTURE CAPITAL ADVISORS, LLC
0000883237-24-000016	172381	0000740913	028-01347	000003140	028-01347	REAVES W H & CO INC
0001755765-24-000001	173006		028-18952			Resources Management Corp
0001755765-24-000001	173005		028-05602			Bradley, Foster & Sargent
0001755765-24-000001	173008		028-11543			Advisors Capital Management
0001755765-24-000001	173007		028-00126			Glenmede Trust Co
0000883237-24-000014	174075	0000765443	028-01420	000107296		DUFF & PHELPS INVESTMENT MANAGEMENT CO
0000883237-24-000014	174078	0001290668	028-11076	000127447		Sustainable Growth Advisers, LP
0000883237-24-000014	174077		028-04490	000105007		VONTOBEL ASSET MANAGEMENT, INC
0000883237-24-000014	174079	0001862664	028-21243	000310902		NFJ INVESTMENT GROUP, LLC
0000883237-24-000014	174076	0001021223	028-05792	000104599		KAYNE ANDERSON RUDNICK INVESTMENT MANAGEMENT LLC
0000883237-24-000014	174083	0001276918	028-10622	000128990		ZEVENBERGEN CAPITAL INVESTMENTS LLC
0000883237-24-000014	174082	0001068837	028-07292	000108934		VOYA INVESTMENT MANAGEMENT LLC
0000883237-24-000014	174081	0001738728	028-18744	000146025		Silvant Capital Management LLC
0000883237-24-000014	174080	0001512805	028-14257	000155686		Westchester Capital Management, LLC
0000312069-24-000022	173694	0001484215	028-13881			Barclays Investment Solutions Ltd
0000312069-24-000021	172131	0001505923	028-14040			Barclays Capital Luxembourg SaRL
0002000219-24-000003	173736	0000764068	028-01490			Legal & General Group Plc
0000312069-24-000020	173239	0001535020	028-14600			Barclays Capital Derivative Funding
0000312069-24-000019	174270	0001484222	028-13878			Barclays Bank (Suisse) SA
0000312069-24-000018	174233	0001074031	028-07404			BARCLAYS CAPITAL SECURITIES LTD
0001559265-24-000001	173119	0000764068	028-01490			Legal & General Group Plc
0000312069-24-000017	173741	0000851376	028-20253			BARCLAYS CAPITAL INC.
0001495115-24-000007	172712	0000764068	028-01490			Legal & General Group Plc
0000312069-24-000016	172345	0000312070	028-00827			BARCLAYS BANK PLC
0001104659-24-024326	172546	0000934999	028-03691			DF DENT & CO INC
0001104659-24-024324	172559	0001647273	028-18148			Perpetual Ltd
0001104659-24-024317	172925	0001647273	028-18148			Perpetual Ltd
0001104659-24-024314	172280	0001647273	028-18148			Perpetual Ltd
0001555301-24-000006	173232	0000808362	028-20572			Baker Hughes Holdings LLC
0001905367-24-000002	174269		028-17729			Empowered Funds, LLC
0001725547-24-000561	174088		28-15971	000163876	801-126299	GRATIA CAPITAL, LLC
0000950123-24-002652	172930		028-13935			Morgan Stanley
0001512805-24-000003	172702	0001512805	028-14257	000155686	028-14257	Westchester Capital Management, LLC
0001398344-24-003224	172463		028-00460			Pitcairn Company
0001595888-24-000036	172425	0001595888	028-16162			JANE STREET GROUP, LLC
0001387303-24-000005	174208	0001387303	028-12266			MOON CAPITAL MANAGEMENT LP
0001624489-24-000002	172190	0001386060	028-12484			Boston Partners
0001624489-24-000002	172189	0001538449	028-14623			Mawer Investment Management Ltd.
0001624489-24-000002	172188	0001364615	028-11964			Aperio Group, LLC
0001624489-24-000002	172187	0001591546	028-15835			Pacific Ridge Capital Partners, LLC
0001624489-24-000002	172186	0001310051	028-11012			Pier Capital, LLC
0001624489-24-000002	172185	0001341401	028-11487			River Road Asset Management, LLC
0001624489-24-000002	172184	0000938206	028-04207			DRIEHAUS CAPITAL MANAGEMENT LLC
0001027848-24-000002	172144	0001519921				SWISS RE LTD
0001595888-24-000035	172135	0001595888	028-16162			JANE STREET GROUP, LLC
0001595888-24-000033	173772	0001595888	028-16162			JANE STREET GROUP, LLC
0001595888-24-000034	173738	0001595888	028-16162			JANE STREET GROUP, LLC
0001595888-24-000032	173734	0001595888	028-16162			JANE STREET GROUP, LLC
0001398344-24-003221	174299		028-00460			Pitcairn Company
0001387303-24-000004	173695	0001387303	028-12266			MOON CAPITAL MANAGEMENT LP
0000948046-24-000052	173895	0000948046	028-10103			DEUTSCHE BANK AG\
0000947871-24-000148	174204	0002012090	028-23942			Unisphere Establishment
0001873063-24-000002	174333	0001873063				Treynor Bancshares, Inc.
0000947871-24-000146	172997	0002012090	028-23942			Unisphere Establishment
0000947871-24-000145	173667	0002012090	028-23942			Unisphere Establishment
0001398344-24-003202	172150	0001812185	028-20267	000030479	801-117681	Level Four Capital Management, LLC
0001398344-24-003202	172151	0001696715	028-17884	000013408	801-66368	LEVEL FOUR ADVISORY SERVICES, LLC
0001398344-24-003202	172152	0001126328	028-10106			PRINCIPAL FINANCIAL GROUP INC
0001398344-24-003202	172153	0001218333	028-10400	000010900	801-55618	PRINCIPAL REAL ESTATE INVESTORS LLC
0001398344-24-003202	172154	0001027796	028-03791	000010684	801-50838	PZENA INVESTMENT MANAGEMENT LLC
0001398344-24-003202	172155	0001469751	028-13577	000014622	801-68810	RiverFront Investment Group, LLC
0001398344-24-003202	172156	0001290668	028-11076	000012744	801-62151	Sustainable Growth Advisers, LP
0001398344-24-003202	172158	0001145263	028-06683	000010654	801-29075	TCW INVESTMENT MANAGEMENT Co LLC
0001398344-24-003202	172159	0001082045	028-04129	000010599	801-50672	WEATHERBIE CAPITAL, LLC
0001398344-24-003202	172149	0001391974	028-12448	000013514	801-66702	GSI Capital Advisors LLC
0001398344-24-003202	172148	0000764532	028-01526	000010914	801-15164	FIDUCIARY MANAGEMENT INC /WI/
0001398344-24-003202	172147	0001301743	028-11239	000013581	801-65436	CoreCommodity Management, LLC
0001398344-24-003202	172146	0000897378	028-03434	000010516	801-23386	CONGRESS ASSET MANAGEMENT CO /MA
0001398344-24-003202	172145	0000860644	028-02634	000010987	801-60014	Aristotle Capital Management, LLC
0001398344-24-003202	172157	0000850401	028-02494			TCW GROUP INC
0000947871-24-000144	172558	0002012090	028-23942			Unisphere Establishment
0001560717-24-000002	173766		028-06487	000107027	028-06487	First Trust Advisors LP
0001318757-24-000004	173777	0001318757	028-11304	000160885	802-76358	MARSHALL WACE, LLP
0001318757-24-000003	172370	0001318757	028-11304	000160885	802-76358	MARSHALL WACE, LLP
0001877521-24-000003	174295		028-22682			Exos TFP Holdings LLC
0001213900-24-014158	173582	0001566728	028-15439	000150764	801-70333	Capital Wealth Planning, LLC
0001213900-24-014158	173581	0001566475	028-17754	000151559	801-70719	Cerity Partners LLC
0001213900-24-014158	173580	0001593324	028-17117	000159042	801-80466	Penserra Capital Management LLC
0001213900-24-014158	173579	0001600064	028-19397	000164201	801-76857	Tidal Investments LLC
0001213900-24-014158	173583	0001881243		000315259	801-121745	Kelly Strategic Management, LLC
0001104659-24-024017	172564	0001666749				Castle Creek Capital Partners VI, LP
0000950123-24-002637	173435		028-05050	000106793	801-48923	Oaktree Capital Management, L.P.
0000950123-24-002637	173436		028-21340	000290193	801-112570	Oaktree Fund Advisors, LLC
0001207017-24-000010	172260	0001692234	028-17598			Russell Investments Group, Ltd.
0000919574-24-001495	172400	0001358253	028-11896	000138306	801-65608	TIG Advisors, LLC
0000919574-24-001494	172729	0001358253	028-11896	000138306	801-65608	TIG Advisors, LLC
0001120926-24-000002	174455		028-17729			Empowered Funds, LLC
0000950123-24-002631	172399		028-14349			Brookfield Corporation
0000950123-24-002632	173256		028-14349			Brookfield Corp.
0001418812-24-000003	173824	0001351069				ValueAct Capital Management, L.P.
0000950123-24-002627	172584		028-14349			Brookfield Corporation
0001456421-24-000004	173517		28-13438			Apollo Management Holdings, L.P.
0000950123-24-002625	173992		028-14349			Brookfield Corporation
0000950123-24-002623	172256		028-14349			Brookfield Corporation
0000902664-24-001749	174369	0001515070	028-15287			TFG Asset Management GP Ltd
0001050471-24-000001	173440	0001207017	028-10469			LAZARD ASSET MANAGEMENT LLC
0000902664-24-001748	173412	0001515070	028-15287			TFG Asset Management GP Ltd
0000950123-24-002620	172701		028-14349			Brookfield Corporation
0000902664-24-001747	173056	0001515070	028-15287			TFG Asset Management GP Ltd
0001999371-24-002340	173246	0001843547	028-20786	000105240		Vantage Consulting Group Inc
0001085146-24-001499	172048	0002011612				Pathstone Holdings, LLC
0001085146-24-001497	172843	0000932859	028-04558			PARAMETRIC PORTFOLIO ASSOCIATES LLC
0001085146-24-001497	172844	0002011612				Pathstone Holdings, LLC
0000950123-24-002615	173830		028-14349			Brookfield Corporation
0000950123-24-002614	173977		028-14349			Brookfield Corp
0000950103-24-002203	173935	0001671122	028-18539			Atairos Group, Inc.
0000902664-24-001743	172854	0001762304		000166112	802-128070	HHLR ADVISORS, LTD.
0001085146-24-001496	173482	0002011612				Pathstone Holdings, LLC
0000950103-24-002202	174140	0001671122	028-18539			Atairos Group, Inc.
0000950103-24-002201	173443	0001671176	028-23365			Atairos Partners GP, Inc.
0000950103-24-002201	173442	0001671122	028-18539			Atairos Group, Inc.
0001178913-24-000597	172766	0001603837	028-16590			Ion Asset Management Ltd.
0001013594-24-000198	172785		028-10010	000127831	801-62794	PAULSON & CO. INC.
0001178913-24-000595	174193	0001603837	028-16590			Ion Asset Management Ltd.
0000902664-24-001726	173053	0001666791	028-17282	000292069		Point72 Asia (Singapore) Pte. Ltd.
0000902664-24-001726	173052	0001698051	028-17887	000292074		Point72 Europe (London) LLP
0000902664-24-001726	173051	0001599822	028-16027	000292047		Point72 Hong Kong Ltd
0000902664-24-001726	173050	0001603465	028-16258	000292081		Cubist Systematic Strategies, LLC
0000902664-24-001726	173049	0001949771	028-23094	000323525		Point72 Middle East FZE
0000902664-24-001726	173054	0002006887		000329574		Point72 Italy, S.r.l.
0000950123-24-002610	173960		028-04884	000105916	801-50177	RENAISSANCE GROUP LLC
0000950123-24-002610	173961		028-11487	000134918	801-64175	River Road Asset Management, LLC
0000950123-24-002610	173962		028-05015	000106146	801-48908	SYSTEMATIC FINANCIAL MANAGEMENT LP
0000950123-24-002610	173963		028-11289	000107545	801-27792	THIRD AVENUE MANAGEMENT LLC
0000950123-24-002610	173964		028-11092	000132694	801-63492	TimesSquare Capital Management, LLC
0000950123-24-002610	173965		028-01222	000006857	801-10669	Tweedy, Browne Co LLC
0000950123-24-002610	173966		028-14794	000174314	801-89169	Veritas Asset Management LLP
0000950123-24-002610	173967		028-00262	000115119	801-60532	WELCH & FORBES LLC
0000950123-24-002610	173968		028-03760	000164420	801-76744	YACKTMAN ASSET MANAGEMENT LP
0000950123-24-002610	173959		028-05022	000316904	801-122618	Parnassus Investments, LLC
0000950123-24-002610	173958		028-11968	000134436	801-64053	MYCIO WEALTH PARTNERS, LLC
0000950123-24-002610	173957		028-04434	000104543	801-36845	HARDING LOEVNER LP
0000950123-24-002610	173956		028-10955	000130949	801-63018	Genesis Investment Management, LLP
0000950123-24-002610	173955		028-04145	000121942	801-61559	GW&K Investment Management, LLC
0000950123-24-002610	173954		028-01185	000106274	801-15724	FRONTIER CAPITAL MANAGEMENT CO LLC
0000950123-24-002610	173953		028-11858	000121591	801-61491	Foyston, Gordon, & Payne Inc
0000950123-24-002610	173952		028-16284	000153039	801-71338	Artemis Investment Management LLP
0000950123-24-002610	173951		028-11395	000153456	801-56365	AMG Funds LLC
0000895345-24-000071	174111		028-22361			Wealthsimple Inc.
0000895345-24-000071	174113		028-23860			Groupe Bruxelles Lambert
0000895345-24-000071	174112		028-22607			Grayhawk Investment Strategies Inc.
0000919574-24-001489	172780	0001317588	028-11161	000137183	801-65657	ABRAMS BISON INVESTMENTS, LLC
0001496201-24-000004	173825	0001496201	028-15863	000312614	802-120694	SPHERA FUNDS MANAGEMENT LTD.
0001085146-24-001492	174012	0001692234	028-17598			Russell Investments Group, Ltd.
0000950123-24-002608	172634					Deer Management Co. LLC
0000950123-24-002607	172547					Deer Management Co. LLC
0000950123-24-002606	172474					Deer Management Co. LLC
0000950123-24-002603	174124					Deer Management Co. LLC
0000950123-24-002602	173280		028-15811			HSG Holding Ltd
0000950123-24-002597	173740					Deer Management Co. LLC
0000950123-24-002599	174355					Deer Management Co. LLC
0000950123-24-002601	172367		028-15811			HSG Holding Ltd
0000950123-24-002604	172610					Deer Management Co. LLC
0000950123-24-002598	174230		028-15811			HSG HOLDING LTD
0000950123-24-002595	173782					Deer Management Co. LLC
0000950123-24-002591	172969		028-15811			HSG HOLDING LTD
0000950123-24-002593	173994		028-15811			HSG HOLDING LTD
0000950123-24-002594	174045		028-15811			HSG Holding Ltd
0000950123-24-002592	172247		028-15811			HSG Holding Ltd
0000950123-24-002590	172446		028-15811			HSG Holding Ltd.
0001172661-24-001508	172779	0001079114	028-07484	000157083	801-72945	GREENLIGHT CAPITAL INC
0001172661-24-001504	172477	0001079114	028-07484	000157083	801-72945	GREENLIGHT CAPITAL INC
0001172661-24-001498	174361	0001079114	028-07484	000157083	801-72945	GREENLIGHT CAPITAL INC
0000950123-24-002589	173997		028-14321	000158120	801-74175	Coliseum Capital Management, LLC
0001496201-24-000003	173786	0001496201	028-15863	000312614	802-120694	SPHERA FUNDS MANAGEMENT LTD.
0000905148-24-000707	174293	0001300714	028-11711	000135657	801-65582	Anchorage Capital Group, L.L.C.
0000950123-24-002586	172445		028-14321	000158120	801-74175	Coliseum Capital Management, LLC
0001273087-24-000049	172227	0001273087	028-10684			MILLENNIUM MANAGEMENT LLC
0001104659-24-023758	173627	0001965482	028-23088	000295495		Foundry Group Next, LLC
0001633870-24-000001	172609	0001103882	028-05431			Paloma Partners Management Co
0001756272-24-000008	173729					Enstar Group LTD
0001012975-24-000101	174491	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0000893838-24-000021	172329	0001604873	028-16768			SUMMER ROAD LLC
0001273087-24-000048	172306	0001273087	028-10684			MILLENNIUM MANAGEMENT LLC
0000905148-24-000703	173058	0001250731	028-17941			CHAI TRUST CO LLC
0001085146-24-001485	172309	0001478032	028-13630			Pharo Management, Inc.
0000919574-24-001484	173243	0001056831	028-06994	000107987	801-54831	FAIRHOLME CAPITAL MANAGEMENT LLC
0001085146-24-001483	173924	0001478032	028-13630			Pharo Management, Inc.
0001012975-24-000100	173814	0001631543	028-17297	000157939	801-73682	Raine Capital LLC
0001844161-24-000003	172426					Arch Capital Group Ltd.
0001363829-24-000013	173602					Cavello Bay Reinsurance LTD
0001085146-24-001482	173272	0001637460	028-18778			Man Group plc
0000905148-24-000701	174000	0001250731	028-17941			CHAI TRUST CO LLC
0001085146-24-001481	172565	0001637460	028-18778			Man Group plc
0001085146-24-001479	173946	0001692234	028-17598			Russell Investments Group, Ltd.
0001085146-24-001479	173945	0001637460	028-18778			Man Group plc
0001012975-24-000099	172447	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0001085146-24-001478	172773	0001352261	028-11672	000138802	801-65571	GLG LLC
0001085146-24-001478	172772	0001637460	028-18778			Man Group plc
0001085146-24-001477	173917	0001289643	028-10979	000163016	801-78835	GLG Partners LP
0000950123-24-002578	172891		028-15598			1922 Investment Company LLC
0001085146-24-001477	173916	0001637460	028-18778			Man Group plc
0000905148-24-000698	172375	0001250731	028-17941			CHAI TRUST CO LLC
0001104659-24-023701	174346	0001009207	028-05396			D. E. Shaw & Co., Inc.
0001172661-24-001475	173779	0001352924	028-15101	000161331	801-79576	Caledonia (Private) Investments Pty Ltd
0001012975-24-000098	174212	0001512397	028-14346	000157483	801-73337	Knighthead Capital Management, LLC
0001104659-24-023694	172263	0001259313	028-12990	000130074	801-63800	ARES MANAGEMENT LLC
0001085146-24-001473	174231	0001527781	028-14533			Gallagher Fiduciary Advisors, LLC
0001104659-24-023689	174210	0001009207	028-05396			D. E. Shaw & Co., Inc.
0001085146-24-001472	172554	0001527781	028-14533			Gallagher Fiduciary Advisors, LLC
0000902664-24-001705	172557	0001029160	028-06420			SOROS FUND MANAGEMENT LLC
0001082045-24-000001	173263	0000003520	028-00869	000106750	801-6709	FRED ALGER MANAGEMENT, LLC
0001104659-24-023679	172259	0001009207	028-05396			D. E. Shaw & Co., Inc.
0001012975-24-000096	172534	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0001104659-24-023677	174243	0001259313	028-12990	000130074	801-63800	ARES MANAGEMENT LLC
0001012975-24-000095	174003	0001512397	028-14346	000157483	801-73337	Knighthead Capital Management, LLC
0000950123-24-002573	172162					TRV GP III, LLC
0001104659-24-023670	173799	0001009207	028-05396			D. E. Shaw & Co., Inc.
0000950123-24-002570	173429		28-4545			Berkshire Hathaway Inc
0000950123-24-002568	173912		28-4545			Berkshire Hathaway Inc
0000950123-24-002566	174450		28-4545			Berkshire Hathaway Inc
0000950123-24-002569	172859		28-4545			Berkshire Hathaway Inc
0000950123-24-002571	173229		28-4545			Berkshire Hathaway Inc
0000950123-24-002563	172366		28-4545			Berkshire Hathaway Inc
0000950123-24-002564	174522		28-4545			Berkshire Hathaway Inc
0000950123-24-002565	172765		28-4545			Berkshire Hathaway Inc
0000950123-24-002562	173809		28-4545			Berkshire Hathaway Inc
0000950123-24-002561	173009		28-4545			Berkshire Hathaway Inc
0000950123-24-002557	172046		28-4545			Berkshire Hathaway Inc
0000950123-24-002558	172883		28-4545			Berkshire Hathaway Inc
0000950123-24-002560	172658		28-4545			Berkshire Hathaway Inc
0000950123-24-002559	172872		28-4545			Berkshire Hathaway Inc
0001493152-24-006680	173900	0001543170	028-16511	000163427	801-80025	SPRUCE HOUSE INVESTMENT MANAGEMENT LLC
0001104659-24-023664	172344	0001259313	028-12990	000130074	801-63800	ARES MANAGEMENT LLC
0000921895-24-000488	173020	0001517137	028-14564	000156943	801-72256	Starboard Value LP
0001172661-24-001464	173112	0001055951	028-06774	000118608	801-61046	ORBIMED ADVISORS LLC
0001172661-24-001462	174087	0001388391	028-12094	000136196	8-66988	Walleye Trading LLC
0001012975-24-000094	172270	0001512397	028-14346	000157483	801-73337	Knighthead Capital Management, LLC
0000950123-24-002552	173995		028-19201			VK Services, LLC
0000950123-24-002553	174444		028-19201			VK Services, LLC
0001446114-24-000014	174006	0001446114	028-13214	000124674	801-61770	Ancora Advisors LLC
0001172661-24-001460	173477	0001642575	028-16923	000172116	801-80565	Squarepoint Ops LLC
0000950123-24-002550	172249		028-19201			VK Services, LLC
0001418812-24-000002	173237	0001418814	028-13172			ValueAct Holdings, L.P.
0001104659-24-023652	174004	0001259313	028-12990	000130074	801-63800	ARES MANAGEMENT LLC
0001012975-24-000092	172996	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0001539497-24-000489	172278	0000921669	028-04333			ICAHN CARL C
0000921895-24-000487	172241	0001334429	028-15403	000115197	801-78141	BIGLARI CAPITAL CORP.
0001539497-24-000487	172112	0000921669	028-04333			ICAHN CARL C
0001172661-24-001455	172239	0001312908	028-11102	000137842	801-65550	Gates Capital Management, Inc.
0000921895-24-000486	173413	0001517137	028-14564	000156943	801-72256	Starboard Value LP
0001539497-24-000486	172704	0000921669	028-04333			ICAHN CARL C
0001273087-24-000045	173761	0001745981	028-18889			WORLDQUANT MILLENNIUM ADVISORS LLC
0001280965-24-000013	173404	0001280965	028-11123			TORTOISE CAPITAL ADVISORS, L.L.C.
0001104659-24-023645	172384	0001259313	028-12990	000130074	801-63800	ARES MANAGEMENT LLC
0001172661-24-001453	172183	0001569532	028-15327			VISTA EQUITY PARTNERS MANAGEMENT, LLC
0001345471-24-000012	172700	0001345471	028-12039	000154172	801-71968	TRIAN FUND MANAGEMENT, L.P.
0001446114-24-000012	172644	0001446114	028-13214	000124674	801-61770	Ancora Advisors LLC
0001539497-24-000485	173417	0000921669	028-04333			ICAHN CARL C
0000921895-24-000485	174130	0001334429	028-15403	000115197	801-78141	BIGLARI CAPITAL CORP.
0001013594-24-000189	172720		028-20282	000307151	801-119969	Elliott Investment Management L.P.
0001085146-24-001459	173484	0001167557	028-10120	000111883	801-55543	AQR CAPITAL MANAGEMENT LLC
0001085146-24-001459	173485	0001167456	028-10114	000114626	801-60678	AQR Arbitrage LLC
0000929638-24-000675	172051	0001959730	028-23083			Fund 1 Investments, LLC
0000905148-24-000692	174224	0001512857	028-14379	000161292	802-74971	Brevan Howard Capital Management LP
0000929638-24-000674	173040	0001959730	028-23083			Fund 1 Investments, LLC
0001539497-24-000483	172368	0000921669	028-04333			ICAHN CARL C
0001085146-24-001456	174021	0001167456	028-10114	000114626	801-60678	AQR Arbitrage LLC
0000921895-24-000484	173515	0001517137	028-14564	000156943	801-72256	Starboard Value LP
0001172661-24-001450	173632	0001541901	028-15266	000160113	801-73723	Encompass Capital Advisors LLC
0001628280-24-004782	174015		028-18628			MetLife Investment Management, LLC
0001628280-24-004782	174016		028-00491			Metropolitan Life Insurance Co/NY
0001628280-24-004782	174017		028-16107			Provida Pension Fund Administrator
0001172661-24-001448	172601	0001281446	028-11743	000158423	801-73834	GREAT POINT PARTNERS LLC
0001539497-24-000482	172432	0000921669	028-04333			ICAHN CARL C
0000921895-24-000483	172787	0001334429	028-15403	000115197	801-78141	BIGLARI CAPITAL CORP.
0001172661-24-001446	173406	0001541901	028-15266	000160113	801-73723	Encompass Capital Advisors LLC
0001539497-24-000481	174159	0000921669	028-04333			ICAHN CARL C
0000902664-24-001683	172421	0001622346	028-16701			SHANDA ASSET MANAGEMENT HOLDINGS Ltd
0001345471-24-000010	172374	0001345471	028-12039	000154172	801-71968	TRIAN FUND MANAGEMENT, L.P.
0000905148-24-000690	173665	0001512857	028-14379	000161292	802-74971	Brevan Howard Capital Management LP
0001104659-24-023633	173831	0001836733				Ribbit Management Company, LLC
0001085146-24-001453	174068	0001404574	028-14771	000156181	801-73162	683 Capital Management, LLC
0001172661-24-001443	174357	0001728850		000158272	801-74052	LSP Investment Advisors, LLC
0001539497-24-000480	172605	0000921669	028-04333			ICAHN CARL C
0001013594-24-000187	173508		028-20282	000307151	801-119969	Elliott Investment Management L.P.
0001172661-24-001442	173010	0001281446	028-11743	000158423	801-73834	GREAT POINT PARTNERS LLC
0001085146-24-001451	173605	0001316550	028-11055	000129667	801-62567	Forest Hill Capital, LLC
